OrderNumber,Sales Channel,WarehouseCode,OrderDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price
SO - 0006625,In-Store,WARE-PUJ1005,12/7/2020,USD,8,44,303,46,1,0.1,877.03,1139
SO - 0006626,In-Store,WARE-NMK1003,12/7/2020,USD,11,10,191,14,4,0.05,988.92,2472.3
SO - 0006627,Online,WARE-NMK1003,12/7/2020,USD,20,3,129,47,1,0.08,875.29,1232.8
SO - 0006628,In-Store,WARE-NMK1003,12/7/2020,USD,1,44,201,31,5,0.1,727.22,1085.4
SO - 0006629,Online,WARE-UHY1004,12/7/2020,USD,15,23,217,20,8,0.15,1581.2,3953
SO - 0006630,In-Store,WARE-NMK1003,12/7/2020,USD,9,49,185,1,2,0.15,2198.81,3604.6
SO - 0006800,In-Store,WARE-PUJ1005,1/8/2020,USD,3,36,268,27,6,0.08,1058.06,2519.2
SO - 0006801,In-Store,WARE-XYS1001,1/8/2020,USD,3,14,35,31,4,0.15,621.76,1072
SO - 0006802,Distributor,WARE-UHY1004,1/8/2020,USD,22,19,210,8,4,0.3,895.05,1226.1
SO - 0006803,Online,WARE-UHY1004,1/8/2020,USD,20,24,219,35,3,0.2,835.49,1943
SO - 0006804,In-Store,WARE-UHY1004,2/8/2020,USD,5,41,221,20,3,0.05,1234.94,1715.2
SO - 0006805,Online,WARE-XYS1001,2/8/2020,USD,15,48,13,11,3,0.05,1765.05,2385.2
SO - 0006806,Distributor,WARE-NMK1003,2/8/2020,USD,25,25,122,17,8,0.05,2903.45,6452.1
SO - 0006807,Online,WARE-PUJ1005,2/8/2020,USD,14,37,312,31,1,0.08,1343.08,1721.9
SO - 0006808,Distributor,WARE-NMK1003,2/8/2020,USD,25,20,184,23,4,0.05,2978.82,3819
SO - 0006809,Online,WARE-UHY1004,2/8/2020,USD,14,17,220,38,3,0.08,116.58,201
SO - 0006810,In-Store,WARE-XYS1001,2/8/2020,USD,1,11,32,23,8,0.2,2463.26,5473.9
SO - 0006811,In-Store,WARE-NMK1003,3/8/2020,USD,10,12,176,47,2,0.1,1784.48,3879.3
SO - 0006812,Online,WARE-NBV1002,3/8/2020,USD,17,14,70,28,3,0.05,3132.12,6023.3
SO - 0006813,Online,WARE-XYS1001,3/8/2020,USD,20,2,27,15,5,0.1,2929.58,5326.5
SO - 0006814,Online,WARE-NMK1003,3/8/2020,USD,15,26,115,38,4,0.1,155.71,187.6
SO - 0006815,Distributor,WARE-XYS1001,3/8/2020,USD,23,29,42,35,6,0.05,1600.97,3557.7
SO - 0006816,Distributor,WARE-UHY1004,3/8/2020,USD,23,42,213,18,7,0.05,125.42,261.3
SO - 0006817,Online,WARE-NMK1003,3/8/2020,USD,16,46,99,3,3,0.05,2839.46,5460.5
SO - 0006818,Online,WARE-PUJ1005,3/8/2020,USD,20,23,320,21,4,0.1,154.17,261.3
SO - 0006819,In-Store,WARE-NMK1003,3/8/2020,USD,1,5,91,20,6,0.2,792.95,1762.1
SO - 0006820,In-Store,WARE-XYS1001,4/8/2020,USD,5,20,3,40,3,0.08,515.57,1145.7
SO - 0006821,Distributor,WARE-PUJ1005,4/8/2020,USD,25,3,276,20,4,0.1,2176.16,2720.2
SO - 0006822,Distributor,WARE-NMK1003,4/8/2020,USD,24,38,142,18,2,0.2,2613,4020
SO - 0006823,Online,WARE-XYS1001,4/8/2020,USD,16,13,23,42,2,0.1,911.74,1085.4
SO - 0006824,Distributor,WARE-PUJ1005,4/8/2020,USD,25,46,271,47,3,0.08,1108.45,2358.4
SO - 0006825,Distributor,WARE-NMK1003,4/8/2020,USD,24,35,103,32,1,0.05,1199.3,2398.6
SO - 0006826,Wholesale,WARE-PUJ1005,4/8/2020,USD,26,26,328,38,7,0.15,2152.71,3986.5
SO - 0006827,Distributor,WARE-NMK1003,4/8/2020,USD,20,18,187,15,4,0.08,1773.76,2860.9
SO - 0006828,In-Store,WARE-PUJ1005,4/8/2020,USD,8,42,272,38,1,0.08,2253.21,3819
SO - 0006829,In-Store,WARE-NMK1003,4/8/2020,USD,7,29,188,8,7,0.1,972.97,1835.8
SO - 0006830,In-Store,WARE-PUJ1005,4/8/2020,USD,1,10,271,35,4,0.4,804.8,1045.2
SO - 0006831,Distributor,WARE-UHY1004,5/8/2020,USD,21,23,229,24,6,0.08,563.81,1105.5
SO - 0006832,Online,WARE-UHY1004,5/8/2020,USD,18,10,257,22,4,0.1,2856.34,3912.8
SO - 0006833,In-Store,WARE-MKL1006,5/8/2020,USD,5,31,350,34,7,0.08,2142.66,2613
SO - 0006834,Online,WARE-UHY1004,5/8/2020,USD,16,50,256,38,4,0.05,2431.3,3859.2
SO - 0006835,Online,WARE-XYS1001,5/8/2020,USD,16,34,48,19,6,0.15,2661.98,3973.1
SO - 0006836,In-Store,WARE-NMK1003,6/8/2020,USD,7,4,103,35,8,0.3,2521.55,3879.3
SO - 0006837,Online,WARE-NBV1002,6/8/2020,USD,16,31,64,11,2,0.05,75.04,187.6
SO - 0006838,In-Store,WARE-NMK1003,6/8/2020,USD,4,11,143,16,6,0.05,2020.72,2525.9
SO - 0006839,Online,WARE-NMK1003,6/8/2020,USD,18,26,88,37,3,0.05,1575.84,1876
SO - 0006840,Online,WARE-UHY1004,6/8/2020,USD,19,12,237,39,6,0.08,1329.21,2606.3
SO - 0006841,In-Store,WARE-NMK1003,6/8/2020,USD,12,21,91,29,4,0.08,2864.25,3819
SO - 0006842,Online,WARE-MKL1006,6/8/2020,USD,14,10,332,34,6,0.05,3051.85,6103.7
SO - 0006843,In-Store,WARE-PUJ1005,6/8/2020,USD,6,32,274,18,3,0.1,2084.44,3932.9
SO - 0006844,Online,WARE-NBV1002,7/8/2020,USD,14,48,82,5,6,0.1,610.64,984.9
SO - 0006845,Distributor,WARE-NMK1003,7/8/2020,USD,25,11,169,41,2,0.1,840.45,1313.2
SO - 0006846,Online,WARE-UHY1004,7/8/2020,USD,18,9,254,43,1,0.08,770.63,1085.4
SO - 0006847,Online,WARE-NMK1003,7/8/2020,USD,13,42,132,3,3,0.15,2390.56,2988.2
SO - 0006848,Wholesale,WARE-PUJ1005,7/8/2020,USD,27,12,262,23,4,0.08,672.01,790.6
SO - 0006849,Distributor,WARE-NMK1003,7/8/2020,USD,25,6,97,27,5,0.05,1549.11,2458.9
SO - 0006850,In-Store,WARE-UHY1004,7/8/2020,USD,9,33,261,16,8,0.1,1203.52,1695.1
SO - 0006851,In-Store,WARE-NMK1003,7/8/2020,USD,11,9,96,19,3,0.08,3662.42,6425.3
SO - 0006852,In-Store,WARE-NMK1003,7/8/2020,USD,8,6,134,42,2,0.05,477.38,837.5
SO - 0006853,Distributor,WARE-NMK1003,8/8/2020,USD,25,48,175,21,1,0.08,3325.88,3912.8
SO - 0006854,Distributor,WARE-PUJ1005,8/8/2020,USD,24,44,300,44,6,0.15,1395.07,2405.3
SO - 0006855,Online,WARE-MKL1006,8/8/2020,USD,17,26,352,19,1,0.05,814.39,958.1
SO - 0006856,Online,WARE-NMK1003,8/8/2020,USD,19,21,178,37,2,0.2,644.54,991.6
SO - 0006857,Distributor,WARE-PUJ1005,8/8/2020,USD,24,22,272,10,2,0.1,4010.62,5494
SO - 0006858,Distributor,WARE-NMK1003,8/8/2020,USD,23,29,146,22,5,0.08,628.73,911.2
SO - 0006859,Online,WARE-NMK1003,8/8/2020,USD,12,7,125,27,8,0.1,1665.22,3872.6
SO - 0006860,In-Store,WARE-NBV1002,9/8/2020,USD,5,26,76,15,6,0.08,2221.05,2613
SO - 0006861,Online,WARE-NBV1002,9/8/2020,USD,15,21,81,40,4,0.05,2427.68,3678.3
SO - 0006862,Online,WARE-NMK1003,9/8/2020,USD,14,3,100,6,2,0.05,1069.32,1273
SO - 0006863,In-Store,WARE-XYS1001,9/8/2020,USD,11,39,8,4,4,0.1,755.76,944.7
SO - 0006864,In-Store,WARE-NMK1003,9/8/2020,USD,10,30,184,19,8,0.08,2519.94,3999.9
SO - 0006865,Wholesale,WARE-UHY1004,9/8/2020,USD,28,22,206,41,3,0.05,1365.73,2438.8
SO - 0006866,In-Store,WARE-PUJ1005,9/8/2020,USD,8,20,302,19,3,0.05,209.04,261.3
SO - 0006867,Distributor,WARE-MKL1006,10/8/2020,USD,22,38,336,20,6,0.05,2573.6,3899.4
SO - 0006868,Online,WARE-NMK1003,10/8/2020,USD,13,48,166,11,5,0.1,546.05,1092.1
SO - 0006869,In-Store,WARE-XYS1001,10/8/2020,USD,12,34,31,4,1,0.08,2172.88,5299.7
SO - 0006870,In-Store,WARE-NMK1003,11/8/2020,USD,7,48,143,1,4,0.08,700.28,1045.2
SO - 0006871,Online,WARE-XYS1001,11/8/2020,USD,14,25,20,4,8,0.05,690.7,1132.3
SO - 0006872,Online,WARE-PUJ1005,11/8/2020,USD,18,35,278,44,2,0.08,1718.55,2291.4
SO - 0006873,Wholesale,WARE-NMK1003,11/8/2020,USD,28,45,91,15,2,0.08,430.41,978.2
SO - 0006874,In-Store,WARE-MKL1006,11/8/2020,USD,7,12,336,22,7,0.08,1912.31,2693.4
SO - 0006875,In-Store,WARE-UHY1004,11/8/2020,USD,10,8,250,24,5,0.05,509.54,783.9
SO - 0006876,Online,WARE-NMK1003,11/8/2020,USD,19,29,186,28,2,0.1,623.77,891.1
SO - 0006877,In-Store,WARE-NMK1003,11/8/2020,USD,11,43,127,34,5,0.15,1116.22,2278
SO - 0006878,In-Store,WARE-PUJ1005,11/8/2020,USD,2,37,304,19,7,0.1,1448.81,2733.6
SO - 0006879,In-Store,WARE-UHY1004,11/8/2020,USD,9,33,210,25,6,0.3,422.57,797.3
SO - 0006880,Online,WARE-NBV1002,11/8/2020,USD,18,10,72,17,1,0.1,497.48,1105.5
SO - 0006881,Wholesale,WARE-NMK1003,12/8/2020,USD,28,44,169,4,2,0.08,516.44,1259.6
SO - 0006882,Distributor,WARE-NBV1002,12/8/2020,USD,25,20,70,25,6,0.05,570.3,1018.4
SO - 0006883,In-Store,WARE-UHY1004,12/8/2020,USD,7,42,223,36,4,0.05,834.95,1246.2
SO - 0006884,In-Store,WARE-MKL1006,12/8/2020,USD,4,17,361,1,5,0.08,1484.79,1788.9
SO - 0006885,Wholesale,WARE-UHY1004,12/8/2020,USD,27,30,247,21,3,0.1,1988.09,3155.7
SO - 0006886,Wholesale,WARE-XYS1001,12/8/2020,USD,25,50,29,36,7,0.1,585.31,1125.6
SO - 0006887,Online,WARE-UHY1004,12/8/2020,USD,20,47,223,17,2,0.2,493.12,1072
SO - 0006888,Online,WARE-NBV1002,12/8/2020,USD,14,33,79,26,8,0.15,185.93,247.9
SO - 0006889,In-Store,WARE-NMK1003,12/8/2020,USD,1,9,186,2,6,0.15,1077.49,2505.8
SO - 0006890,Online,WARE-NMK1003,12/8/2020,USD,13,48,88,21,6,0.1,775.39,1092.1
SO - 0006891,In-Store,WARE-NMK1003,12/8/2020,USD,3,12,153,4,7,0.05,2999.93,3999.9
SO - 0006892,Online,WARE-NBV1002,12/8/2020,USD,13,26,70,12,5,0.05,633.49,1038.5
SO - 0007051,Online,WARE-MKL1006,1/9/2020,USD,17,28,342,41,4,0.15,566.15,1132.3
SO - 0007052,In-Store,WARE-NMK1003,1/9/2020,USD,4,37,168,13,6,0.1,166.29,227.8
SO - 0007053,In-Store,WARE-NMK1003,1/9/2020,USD,7,13,144,18,4,0.2,1422.34,2003.3
SO - 0007054,In-Store,WARE-XYS1001,1/9/2020,USD,10,48,4,11,1,0.1,1818.65,2525.9
SO - 0007055,Distributor,WARE-XYS1001,1/9/2020,USD,21,34,26,33,5,0.08,2178.1,3691.7
SO - 0007056,Distributor,WARE-UHY1004,1/9/2020,USD,20,5,209,41,2,0.1,1145.37,1762.1
SO - 0007057,Distributor,WARE-PUJ1005,2/9/2020,USD,21,20,261,29,8,0.2,436.64,891.1
SO - 0007058,Online,WARE-NMK1003,2/9/2020,USD,16,10,112,39,2,0.1,567.49,1031.8
SO - 0007059,Online,WARE-UHY1004,2/9/2020,USD,14,21,245,10,2,0.4,495.73,1011.7
SO - 0007060,Online,WARE-UHY1004,2/9/2020,USD,17,42,217,28,8,0.08,481.86,777.2
SO - 0007061,Wholesale,WARE-NMK1003,2/9/2020,USD,26,23,168,36,6,0.1,2209.66,2599.6
SO - 0007062,Online,WARE-PUJ1005,2/9/2020,USD,17,22,327,24,2,0.08,4205.19,5922.8
SO - 0007063,Online,WARE-UHY1004,3/9/2020,USD,18,27,251,42,5,0.4,423.98,757.1
SO - 0007064,Online,WARE-NMK1003,3/9/2020,USD,12,7,167,32,2,0.08,2075.73,3008.3
SO - 0007065,Distributor,WARE-NMK1003,3/9/2020,USD,23,46,140,28,5,0.15,195.84,247.9
SO - 0007066,In-Store,WARE-PUJ1005,3/9/2020,USD,4,9,302,7,7,0.08,1299.53,2499.1
SO - 0007067,Online,WARE-XYS1001,3/9/2020,USD,17,11,11,44,2,0.1,1192.73,2592.9
SO - 0007068,In-Store,WARE-NBV1002,3/9/2020,USD,2,32,87,45,4,0.4,1865.28,2331.6
SO - 0007069,Online,WARE-PUJ1005,3/9/2020,USD,14,48,302,38,7,0.08,161.6,241.2
SO - 0007070,Online,WARE-NMK1003,3/9/2020,USD,14,34,143,28,5,0.05,846.61,1045.2
SO - 0007071,Distributor,WARE-MKL1006,3/9/2020,USD,20,9,332,29,8,0.05,763.13,897.8
SO - 0007072,Online,WARE-NBV1002,4/9/2020,USD,17,28,59,7,8,0.4,1156.62,1896.1
SO - 0007073,Online,WARE-UHY1004,4/9/2020,USD,19,1,245,27,6,0.1,758.78,1011.7
SO - 0007074,In-Store,WARE-NMK1003,4/9/2020,USD,3,17,94,22,6,0.08,205.76,247.9
SO - 0007075,Wholesale,WARE-NMK1003,4/9/2020,USD,26,42,132,38,8,0.08,740.35,1139
SO - 0007076,In-Store,WARE-PUJ1005,4/9/2020,USD,7,50,322,16,5,0.05,933.98,1098.8
SO - 0007077,In-Store,WARE-NMK1003,4/9/2020,USD,11,37,197,1,8,0.08,167.23,214.4
SO - 0007078,In-Store,WARE-PUJ1005,4/9/2020,USD,8,9,318,16,8,0.08,202.61,241.2
SO - 0007079,Online,WARE-XYS1001,4/9/2020,USD,17,33,51,31,2,0.05,2363.43,2847.5
SO - 0007080,Distributor,WARE-MKL1006,4/9/2020,USD,21,39,353,27,7,0.15,482.94,710.2
SO - 0007081,In-Store,WARE-NMK1003,4/9/2020,USD,5,45,92,13,1,0.15,646.95,911.2
SO - 0007082,In-Store,WARE-XYS1001,4/9/2020,USD,2,29,24,47,3,0.4,2375.55,3711.8
SO - 0007083,Distributor,WARE-PUJ1005,5/9/2020,USD,25,2,278,31,2,0.08,538.01,978.2
SO - 0007084,In-Store,WARE-UHY1004,5/9/2020,USD,2,4,256,42,3,0.08,1599.42,2499.1
SO - 0007085,In-Store,WARE-NMK1003,5/9/2020,USD,5,42,194,24,6,0.05,2186.68,5085.3
SO - 0007086,Online,WARE-XYS1001,5/9/2020,USD,17,18,5,47,8,0.3,1219.4,2345
SO - 0007087,Distributor,WARE-PUJ1005,5/9/2020,USD,23,6,299,45,8,0.08,1605.19,2432.1
SO - 0007088,Wholesale,WARE-XYS1001,5/9/2020,USD,26,41,30,25,4,0.1,2631.09,3986.5
SO - 0007089,Distributor,WARE-MKL1006,5/9/2020,USD,22,1,347,15,7,0.05,1698.05,2358.4
SO - 0007090,In-Store,WARE-NMK1003,5/9/2020,USD,11,50,109,24,7,0.05,1172.5,2345
SO - 0007091,In-Store,WARE-UHY1004,5/9/2020,USD,4,2,218,35,6,0.1,3670.06,6438.7
SO - 0007092,In-Store,WARE-XYS1001,5/9/2020,USD,7,43,34,18,7,0.2,3069.61,5581.1
SO - 0007093,In-Store,WARE-XYS1001,6/9/2020,USD,6,40,48,21,6,0.08,120.6,241.2
SO - 0007094,In-Store,WARE-NMK1003,6/9/2020,USD,2,8,129,22,5,0.05,707.05,1159.1
SO - 0007095,In-Store,WARE-PUJ1005,6/9/2020,USD,4,18,320,7,8,0.1,1680.36,2800.6
SO - 0007096,In-Store,WARE-NBV1002,6/9/2020,USD,5,39,75,28,8,0.05,485.88,991.6
SO - 0007097,Distributor,WARE-NBV1002,6/9/2020,USD,23,29,80,28,1,0.15,818.07,1105.5
SO - 0007098,Online,WARE-XYS1001,6/9/2020,USD,13,21,27,36,5,0.05,865.64,1139
SO - 0007099,Distributor,WARE-XYS1001,6/9/2020,USD,23,42,2,10,1,0.08,1598.75,3899.4
SO - 0007100,Distributor,WARE-XYS1001,6/9/2020,USD,24,33,57,33,2,0.1,851.57,1038.5
SO - 0007101,Wholesale,WARE-UHY1004,7/9/2020,USD,28,7,205,29,4,0.08,93.8,167.5
SO - 0007102,Online,WARE-PUJ1005,7/9/2020,USD,18,20,268,45,4,0.1,1947.29,2318.2
SO - 0007103,In-Store,WARE-NMK1003,7/9/2020,USD,7,17,96,6,8,0.1,2869.28,3825.7
SO - 0007104,In-Store,WARE-MKL1006,7/9/2020,USD,2,16,352,32,3,0.05,117.25,234.5
SO - 0007105,In-Store,WARE-UHY1004,7/9/2020,USD,2,6,243,40,1,0.05,451.04,1025.1
SO - 0007106,In-Store,WARE-XYS1001,7/9/2020,USD,12,43,33,2,7,0.4,159.33,194.3
SO - 0007107,In-Store,WARE-NMK1003,7/9/2020,USD,6,48,143,36,4,0.08,3360.72,5092
SO - 0007108,Online,WARE-NBV1002,7/9/2020,USD,16,32,67,21,7,0.15,819.48,1011.7
SO - 0007109,Distributor,WARE-NMK1003,7/9/2020,USD,21,47,153,40,4,0.1,515.7,1199.3
SO - 0007110,In-Store,WARE-PUJ1005,7/9/2020,USD,3,19,302,23,2,0.05,2383.86,3973.1
SO - 0007111,In-Store,WARE-NMK1003,7/9/2020,USD,3,31,168,21,6,0.08,439.52,1072
SO - 0007112,In-Store,WARE-NMK1003,7/9/2020,USD,5,10,161,27,3,0.08,2440.21,3169.1
SO - 0007113,In-Store,WARE-NMK1003,8/9/2020,USD,10,43,192,7,2,0.05,763.53,991.6
SO - 0007114,Online,WARE-XYS1001,8/9/2020,USD,13,2,47,31,4,0.05,157.38,194.3
SO - 0007115,In-Store,WARE-MKL1006,8/9/2020,USD,3,34,337,45,7,0.15,2914.5,3886
SO - 0007116,Online,WARE-NBV1002,8/9/2020,USD,13,12,64,13,4,0.15,728.96,1139
SO - 0007117,Wholesale,WARE-NBV1002,8/9/2020,USD,26,15,77,26,7,0.1,107.13,261.3
SO - 0007118,Distributor,WARE-UHY1004,8/9/2020,USD,21,20,233,13,8,0.2,660.69,1159.1
SO - 0007119,Online,WARE-MKL1006,8/9/2020,USD,14,47,348,40,6,0.05,142.58,254.6
SO - 0007120,Online,WARE-UHY1004,9/9/2020,USD,16,36,248,24,6,0.08,4378.58,5212.6
SO - 0007121,Distributor,WARE-NBV1002,9/9/2020,USD,23,18,66,18,1,0.08,611.71,1112.2
SO - 0007122,Online,WARE-NMK1003,9/9/2020,USD,12,43,199,19,5,0.15,849.83,1011.7
SO - 0007123,In-Store,WARE-XYS1001,9/9/2020,USD,12,38,8,41,3,0.05,532.65,1005
SO - 0007124,In-Store,WARE-NMK1003,10/9/2020,USD,8,39,123,25,8,0.1,1815.16,3490.7
SO - 0007125,Online,WARE-PUJ1005,10/9/2020,USD,16,39,302,11,1,0.2,3921.31,6224.3
SO - 0007126,Online,WARE-MKL1006,10/9/2020,USD,19,6,367,16,2,0.08,1113.54,1855.9
SO - 0007127,Online,WARE-PUJ1005,11/9/2020,USD,16,33,270,39,8,0.1,2487.17,5406.9
SO - 0007128,In-Store,WARE-NBV1002,11/9/2020,USD,11,15,62,26,3,0.1,2303.46,5118.8
SO - 0007129,Online,WARE-UHY1004,11/9/2020,USD,19,45,241,36,4,0.08,846.88,1072
SO - 0007130,In-Store,WARE-PUJ1005,11/9/2020,USD,10,48,281,6,1,0.05,1468.1,1768.8
SO - 0007131,Online,WARE-PUJ1005,11/9/2020,USD,17,42,328,25,1,0.15,592.28,1139
SO - 0007132,In-Store,WARE-UHY1004,11/9/2020,USD,5,44,210,33,3,0.05,1830.71,3979.8
SO - 0007133,In-Store,WARE-XYS1001,11/9/2020,USD,2,1,14,45,8,0.3,956.36,1226.1
SO - 0007134,In-Store,WARE-XYS1001,12/9/2020,USD,10,12,29,45,5,0.05,517.78,1125.6
SO - 0007135,In-Store,WARE-PUJ1005,12/9/2020,USD,8,14,306,3,1,0.15,1338.66,2231.1
SO - 0007136,In-Store,WARE-NMK1003,12/9/2020,USD,8,46,131,10,7,0.08,464.31,703.5
SO - 0007137,Online,WARE-XYS1001,12/9/2020,USD,15,1,41,18,8,0.3,1497.05,1782.2
SO - 0007138,Wholesale,WARE-PUJ1005,12/9/2020,USD,25,9,299,8,5,0.05,4054.97,6143.9
SO - 0007305,In-Store,WARE-NMK1003,1/10/2020,USD,4,46,199,19,7,0.05,446.56,1038.5
SO - 0007306,Online,WARE-UHY1004,1/10/2020,USD,20,9,231,29,7,0.05,1240.37,2432.1
SO - 0007307,Online,WARE-PUJ1005,1/10/2020,USD,14,21,272,35,5,0.08,1349.51,2499.1
SO - 0007308,Distributor,WARE-PUJ1005,1/10/2020,USD,22,24,269,35,5,0.4,510.14,1085.4
SO - 0007309,Online,WARE-NMK1003,1/10/2020,USD,16,3,166,26,5,0.1,629.4,1031.8
SO - 0007310,Distributor,WARE-XYS1001,1/10/2020,USD,22,27,55,46,8,0.3,2408.52,5473.9
SO - 0007311,In-Store,WARE-UHY1004,1/10/2020,USD,7,4,244,30,5,0.05,180.1,214.4
SO - 0007312,Distributor,WARE-PUJ1005,1/10/2020,USD,20,22,272,20,6,0.1,3130.37,4013.3
SO - 0007313,In-Store,WARE-NMK1003,1/10/2020,USD,5,33,126,36,3,0.2,2349.29,3262.9
SO - 0007314,Distributor,WARE-MKL1006,1/10/2020,USD,24,29,363,41,5,0.1,3088.57,3959.7
SO - 0007315,Online,WARE-PUJ1005,2/10/2020,USD,20,32,323,25,7,0.05,844.2,1206
SO - 0007316,Online,WARE-NBV1002,2/10/2020,USD,20,2,59,14,7,0.1,1452.83,2793.9
SO - 0007317,In-Store,WARE-XYS1001,2/10/2020,USD,11,18,53,36,2,0.08,525.88,1118.9
SO - 0007318,In-Store,WARE-UHY1004,2/10/2020,USD,3,11,241,15,4,0.08,110.75,194.3
SO - 0007319,Online,WARE-MKL1006,2/10/2020,USD,15,42,333,9,2,0.15,3702.82,6070.2
SO - 0007320,Distributor,WARE-NBV1002,2/10/2020,USD,24,16,87,29,4,0.05,794.42,1118.9
SO - 0007321,Online,WARE-UHY1004,2/10/2020,USD,14,7,248,4,2,0.08,1638.02,2559.4
SO - 0007322,In-Store,WARE-XYS1001,2/10/2020,USD,8,11,5,34,7,0.1,3095.4,4020
SO - 0007323,Distributor,WARE-NBV1002,2/10/2020,USD,24,49,82,9,6,0.08,1497.79,1762.1
SO - 0007324,Online,WARE-NMK1003,2/10/2020,USD,19,36,133,15,3,0.05,1691.42,1989.9
SO - 0007325,Distributor,WARE-NMK1003,3/10/2020,USD,25,39,125,12,6,0.1,674.36,1226.1
SO - 0007326,Distributor,WARE-NBV1002,3/10/2020,USD,21,9,61,24,3,0.2,1383.28,2231.1
SO - 0007327,Distributor,WARE-UHY1004,3/10/2020,USD,23,41,215,3,6,0.05,678.44,817.4
SO - 0007328,Distributor,WARE-XYS1001,3/10/2020,USD,22,11,26,9,2,0.1,2425.94,3912.8
SO - 0007329,Online,WARE-XYS1001,3/10/2020,USD,16,14,30,13,7,0.2,2628.28,3128.9
SO - 0007330,Wholesale,WARE-UHY1004,3/10/2020,USD,28,40,218,41,5,0.1,1930.94,3510.8
SO - 0007331,In-Store,WARE-UHY1004,3/10/2020,USD,8,42,224,1,1,0.05,546.85,1031.8
SO - 0007332,Wholesale,WARE-NMK1003,3/10/2020,USD,27,41,119,16,1,0.05,4711.44,5889.3
SO - 0007333,Wholesale,WARE-UHY1004,3/10/2020,USD,27,41,214,3,5,0.08,768.49,1038.5
SO - 0007334,Online,WARE-NMK1003,3/10/2020,USD,13,21,201,46,6,0.15,135.07,214.4
SO - 0007335,In-Store,WARE-UHY1004,3/10/2020,USD,10,29,223,24,2,0.2,671.14,1065.3
SO - 0007336,Online,WARE-XYS1001,4/10/2020,USD,15,4,5,43,7,0.05,619.08,1125.6
SO - 0007337,Distributor,WARE-PUJ1005,4/10/2020,USD,24,38,269,28,4,0.3,1016.66,1882.7
SO - 0007338,In-Store,WARE-UHY1004,4/10/2020,USD,7,36,254,4,2,0.05,506.52,1125.6
SO - 0007339,In-Store,WARE-UHY1004,4/10/2020,USD,1,25,237,16,3,0.2,1007.68,2519.2
SO - 0007340,Wholesale,WARE-PUJ1005,4/10/2020,USD,27,2,269,46,4,0.2,428.4,931.3
SO - 0007341,Online,WARE-NMK1003,4/10/2020,USD,20,50,115,38,1,0.08,1214.44,2291.4
SO - 0007342,Online,WARE-MKL1006,4/10/2020,USD,13,43,364,18,7,0.3,2026.08,3618
SO - 0007343,In-Store,WARE-MKL1006,4/10/2020,USD,3,39,329,46,7,0.08,452.92,1132.3
SO - 0007344,Online,WARE-PUJ1005,4/10/2020,USD,17,20,291,41,4,0.08,508.87,1038.5
SO - 0007345,In-Store,WARE-MKL1006,4/10/2020,USD,6,27,350,6,5,0.05,447.16,951.4
SO - 0007346,Distributor,WARE-PUJ1005,5/10/2020,USD,21,30,313,29,7,0.08,883.93,1118.9
SO - 0007347,In-Store,WARE-NBV1002,5/10/2020,USD,5,32,73,43,6,0.1,3734.45,6023.3
SO - 0007348,Wholesale,WARE-NMK1003,5/10/2020,USD,26,43,177,24,8,0.15,844.47,1835.8
SO - 0007349,Wholesale,WARE-NMK1003,5/10/2020,USD,27,18,129,6,3,0.05,656.2,1112.2
SO - 0007350,Distributor,WARE-NMK1003,5/10/2020,USD,22,46,189,10,4,0.15,1128.82,2351.7
SO - 0007351,In-Store,WARE-PUJ1005,5/10/2020,USD,10,36,328,28,7,0.05,633.15,1005
SO - 0007352,Online,WARE-UHY1004,5/10/2020,USD,17,39,216,7,7,0.3,1347.97,2284.7
SO - 0007353,Online,WARE-UHY1004,5/10/2020,USD,15,19,258,14,8,0.1,4226.36,5092
SO - 0007354,Online,WARE-UHY1004,6/10/2020,USD,13,37,255,33,7,0.05,2845.89,3845.8
SO - 0007355,In-Store,WARE-MKL1006,6/10/2020,USD,12,41,331,18,1,0.1,2459.97,3671.6
SO - 0007356,In-Store,WARE-NBV1002,6/10/2020,USD,10,4,60,16,4,0.05,846.61,1085.4
SO - 0007357,Online,WARE-NMK1003,6/10/2020,USD,20,47,154,15,2,0.15,762.8,1105.5
SO - 0007358,Wholesale,WARE-NMK1003,6/10/2020,USD,26,47,173,7,2,0.05,2964.08,3705.1
SO - 0007359,In-Store,WARE-XYS1001,6/10/2020,USD,8,42,20,37,2,0.08,2039.55,2793.9
SO - 0007360,Online,WARE-NMK1003,6/10/2020,USD,15,18,197,6,2,0.08,1414.64,2773.8
SO - 0007361,In-Store,WARE-XYS1001,6/10/2020,USD,3,13,29,16,2,0.15,116.58,201
SO - 0007362,In-Store,WARE-NMK1003,6/10/2020,USD,1,32,155,6,5,0.15,433.36,1031.8
SO - 0007363,Online,WARE-UHY1004,7/10/2020,USD,14,49,242,45,4,0.08,868.32,1929.6
SO - 0007364,Online,WARE-UHY1004,7/10/2020,USD,13,17,212,24,6,0.08,2323.83,4006.6
SO - 0007365,Online,WARE-UHY1004,7/10/2020,USD,20,16,229,33,7,0.05,2659.1,6043.4
SO - 0007366,In-Store,WARE-XYS1001,7/10/2020,USD,4,36,11,33,6,0.05,545.51,790.6
SO - 0007367,In-Store,WARE-NMK1003,7/10/2020,USD,9,11,128,26,5,0.1,722.26,1031.8
